,sartist,dartist,distance
182,4258,13078,0.03018465057
183,4258,9393,0.03291431604
184,4258,10501,0.03320604268
185,4258,13479,0.03420239218
186,4258,12419,0.0350949894
187,4258,12272,0.03531461791
188,4258,6411,0.03823390079
189,4258,13149,0.03831531184
190,4258,17110,0.04282949187
191,4258,19362,0.0436186115
192,4258,19572,0.04383463168
193,4258,15211,0.04465626095
194,4258,12810,0.04489088471
195,4258,12564,0.0470463748
196,4258,20380,0.04723856381
197,4258,17749,0.04763182967
198,4258,10586,0.04920107911
199,4258,19194,0.05013956217
200,4258,20659,0.05091506932
201,4258,12633,0.05153848669
202,4258,10611,0.0517521614
203,4258,4447,0.05210668645
204,4258,5855,0.05222586204
205,4258,19967,0.05293726695
206,4258,8425,0.05332500544
207,4258,20665,0.05389967165
208,4258,17839,0.05449370577
209,4258,10587,0.05479799717
210,4447,11899,0.01933829918
211,4447,13149,0.02325520093
212,4447,22877,0.02399174731
213,4447,13479,0.02510551104
214,4447,13078,0.02667648936
215,4447,5155,0.02672719648
216,4447,16904,0.02853850046
217,4447,4232,0.02855870647
218,4447,7433,0.03050696268
219,4447,7489,0.03078183592
220,4447,12419,0.03084555927
221,4447,19011,0.03089316209
222,4447,14319,0.03104260209
223,4447,17043,0.0330178319
224,4447,19153,0.03355291209
225,4447,16968,0.03414865822
226,4447,13576,0.03681935231
227,4447,17533,0.03705802183
228,4447,14298,0.03707636346
229,4447,10501,0.03726690454
230,4447,5557,0.03817525056
231,4447,22836,0.03886032607
232,4447,5084,0.03955327748
233,4447,21203,0.04153131187
234,4447,19577,0.04184829955
235,4447,10694,0.04201508427
236,4447,5028,0.04231916454
237,4447,20380,0.04232893392
238,4447,14924,0.04237978798
239,4447,16614,0.04282362013
240,4449,10020,0.02447583595
241,4449,14998,0.02666711127
242,4449,15363,0.0359906874
243,4449,8024,0.03813509498
244,4449,9215,0.04092264339
245,4449,17158,0.04224510513
246,4449,11849,0.0507821545
247,4449,13348,0.05078606276
248,4449,6475,0.05087275419
249,4449,7781,0.0526384475
250,4449,12654,0.05653941988
251,4449,23097,0.05670767184
252,4449,19208,0.0593367482
253,4449,8034,0.06017183389
254,4449,3442,0.06255352721
255,4449,19722,0.06277352702
256,4449,16759,0.06505522921
257,4449,5014,0.06536312873
258,4449,11305,0.06573932268
259,4449,12671,0.06577566089
260,4449,21196,0.06604743947
261,4449,3495,0.06665495116
262,4449,4892,0.06716841542
263,4449,20457,0.06864969833
264,4449,15100,0.0688331767
265,4449,14193,0.06900508765
266,4449,12633,0.06900638129
267,4449,14941,0.07049715984
268,4449,10218,0.07056492715
269,4449,10586,0.07241571932
270,4892,19208,0.0116141617
271,4892,21196,0.01889488347
272,4892,11105,0.01956551808
273,4892,8927,0.02234133733
274,4892,23638,0.02474660895
275,4892,14941,0.02499573167
276,4892,3442,0.025062081
277,4892,13348,0.02707887551
278,4892,23345,0.02771568258
279,4892,11436,0.02841867216
280,4892,22252,0.0290443702
281,4892,20457,0.03002304219
282,4892,6062,0.03098854445
283,4892,21378,0.03180571987
284,4892,11849,0.03209487968
285,4892,11280,0.03258766197
286,4892,23164,0.03334877234
287,4892,10586,0.03348567062
288,4892,20659,0.0334939493
289,4892,7442,0.03502283741
290,4892,8024,0.03548597379
291,4892,21398,0.03601440186
292,4892,8034,0.03727339308
293,4892,15100,0.03809352851
294,4892,14131,0.03833180557
295,4892,9215,0.03840240607
296,4892,8993,0.03859248917
297,4892,19397,0.03877230344
298,4892,7781,0.03934988903
299,4892,16555,0.03984806156
300,5014,20689,0.01352815093
301,5014,3442,0.02988502541
302,5014,9215,0.03423472322
303,5014,11849,0.03523220698
304,5014,19397,0.037338249
305,5014,8993,0.03880582032
306,5014,21717,0.03932357061
307,5014,16759,0.04198701255
308,5014,15862,0.04285064289
309,5014,19911,0.04474469199
310,5014,6242,0.04508275824
311,5014,22968,0.04634887515
312,5014,23345,0.04660559977
313,5014,10020,0.04753814807
314,5014,7416,0.04799542406
315,5014,22357,0.04801266239
316,5014,6062,0.04825530172
317,5014,20457,0.04930480975
318,5014,22605,0.04966985493
319,5014,19208,0.0499210631
320,5014,11436,0.0501403266
321,5014,16555,0.05037706548
322,5014,7442,0.05105636387
323,5014,8425,0.05155539235
324,5014,17322,0.05183632173
325,5014,11709,0.05200588387
326,5014,9217,0.05272302157
327,5014,11530,0.05275198857
328,5014,14998,0.05308177973
329,5014,12633,0.05341927223
330,5028,19153,0.01455462478
331,5028,16968,0.01892037696
332,5028,19635,0.02443963487
333,5028,6740,0.02786249055
334,5028,13618,0.02843764813
335,5028,15808,0.02999436328
336,5028,21203,0.03050600979
337,5028,19011,0.03257268235
338,5028,5855,0.03261609856
339,5028,10694,0.03375442747
340,5028,3101,0.03497435538
341,5028,22836,0.03572306542
342,5028,16904,0.03786083061
343,5028,5084,0.03815040775
344,5028,7476,0.04079698971
345,5028,4447,0.04231916454
346,5028,19577,0.04266196126
347,5028,11363,0.04275190511
348,5028,15118,0.04412271557
349,5028,14319,0.04440032591
350,5028,5155,0.04443463736
351,5028,18324,0.04450337682
352,5028,5557,0.04465022955
353,5028,19572,0.04586056373
354,5028,20437,0.0467108866
355,5028,13149,0.04818215311
356,5028,20836,0.04833595806
357,5028,7489,0.04932277418
358,5028,7416,0.04935778624
359,5028,13479,0.04941555099
360,5084,10694,0.01276163352
361,5084,17533,0.01615198207
362,5084,14319,0.01708778669
363,5084,6938,0.01869017794
364,5084,5155,0.01875525522
365,5084,20836,0.01960580338
366,5084,7489,0.02221648539
367,5084,3101,0.02395441729
368,5084,7416,0.02435387493
369,5084,22836,0.02522220676
370,5084,7476,0.02654169327
371,5084,16968,0.027610543
372,5084,19572,0.02784276945
373,5084,11436,0.02965756039
374,5084,19911,0.02979464615
375,5084,8425,0.02984529654
376,5084,21203,0.03159342666
377,5084,8927,0.03177983664
378,5084,6740,0.03218329246
379,5084,13149,0.03307436544
380,5084,16766,0.03323818277
381,5084,16555,0.03360713067
382,5084,4232,0.03387578671
383,5084,18324,0.03398180245
384,5084,22968,0.03415593197
385,5084,6242,0.03420017766
386,5084,23638,0.03428599869
387,5084,19011,0.03434480602
388,5084,19153,0.03617621799
389,5084,13618,0.03650305493
390,5155,14319,0.005782780399
391,5155,17533,0.01037298153
392,5155,7489,0.01761045689
393,5155,5084,0.01875525522
394,5155,4232,0.01880690167
395,5155,6938,0.02194000123
396,5155,13149,0.02198505331
397,5155,13576,0.02339551028
398,5155,10694,0.02499099877
399,5155,22836,0.02579896016
400,5155,13479,0.02641505164
401,5155,4447,0.02672719648
402,5155,22877,0.02745122343
403,5155,14298,0.02750047451
404,5155,13527,0.02962320047
405,5155,16904,0.02971435363
406,5155,16968,0.03015018027
407,5155,12419,0.03032726802
408,5155,17043,0.0304648136
409,5155,19572,0.03062727762
410,5155,3101,0.03112601379
411,5155,7476,0.03195725307
412,5155,23638,0.0322966983
413,5155,11899,0.03278066112
414,5155,20836,0.03340135543
415,5155,5557,0.03447169157
416,5155,21203,0.03487085843
417,5155,11436,0.03496655572
418,5155,13078,0.03510219312
419,5155,8927,0.03578697673
420,5555,23345,0.03579781845
421,5555,9217,0.03610084901
422,5555,11530,0.03924397115
423,5555,10807,0.03972270998
424,5555,17055,0.0411094662
425,5555,10587,0.04155888293
426,5555,19819,0.04286149169
427,5555,11105,0.04364099295
428,5555,20800,0.0448954698
429,5555,20659,0.04491990732
430,5555,20457,0.04637181145
431,5555,22357,0.04822785522
432,5555,6062,0.04911822232
433,5555,12633,0.05192214919
434,5555,3442,0.05211487968
435,5555,21196,0.05529718176
436,5555,9773,0.05560133502
437,5555,14758,0.05812056651
438,5555,19572,0.05872685453
439,5555,18324,0.05916638029
440,5555,12272,0.06142456465
441,5555,4892,0.06150298522
442,5555,17749,0.06167768215
443,5555,20689,0.06175163839
444,5555,5014,0.06225653089
445,5555,10586,0.06328838779
446,5555,23638,0.06359459756
447,5555,16203,0.0645136817
448,5555,11436,0.06453121582
449,5555,14941,0.06473224234
450,5557,19577,0.005717694601
451,5557,14924,0.0183896682
452,5557,17043,0.01916748757
453,5557,21203,0.02013724741
454,5557,15118,0.02043774475
455,5557,16904,0.02195545692
456,5557,22836,0.02430350128
457,5557,13618,0.02853422706
458,5557,19011,0.02866654107
459,5557,10694,0.02891994199
460,5557,4232,0.02921987564
461,5557,6938,0.02947894683
462,5557,6740,0.03188291785
463,5557,11371,0.0321209226
464,5557,15808,0.03271381195
465,5557,14319,0.0332999871
466,5557,5155,0.03447169157
467,5557,20437,0.03511785374
468,5557,8095,0.03692173043
469,5557,5084,0.03695964281
470,5557,7489,0.03771880793
471,5557,4447,0.03817525056
472,5557,23709,0.03818355086
473,5557,17533,0.03840187706
474,5557,16766,0.03888393215
475,5557,7496,0.03960172232
476,5557,13650,0.0396319612
477,5557,11899,0.03993556746
478,5557,16968,0.04151019925
479,5557,17370,0.04179566828
480,5855,18324,0.02321715308
481,5855,19572,0.02859348157
482,5855,16968,0.02907537183
483,5855,3101,0.03047533129
484,5855,19153,0.03097191021
485,5855,5028,0.03261609856
486,5855,7476,0.03492278782
487,5855,5084,0.04087106446
488,5855,12419,0.0414207558
489,5855,10587,0.04406274688
490,5855,13479,0.044774675
491,5855,10694,0.04503429523
492,5855,13149,0.04527537775
493,5855,7416,0.04619252864
494,5855,16203,0.04637644451
495,5855,20836,0.04786047982
496,5855,19635,0.0486499565
497,5855,5155,0.04908425165
498,5855,14319,0.04941089886
499,5855,6740,0.04985728982
500,5855,19819,0.04986346066
501,5855,7433,0.05042347079
502,5855,17533,0.05098666822
503,5855,22605,0.05103003714
504,5855,8425,0.05123746671
505,5855,22836,0.05124728539
506,5855,20674,0.05191852122
507,5855,10501,0.0520732862
508,5855,4258,0.05222586204
509,5855,6411,0.05346066171
510,6062,22357,0.01294583423
511,6062,23345,0.01890060554
512,6062,9217,0.019191994
513,6062,20800,0.02372257457
514,6062,3442,0.02899177499
515,6062,22652,0.03007112243
516,6062,11105,0.03035029992
517,6062,4892,0.03098854445
518,6062,11530,0.03181523326
519,6062,9773,0.03335082315
520,6062,19819,0.03357368928
521,6062,12195,0.03421276454
522,6062,10807,0.03426204419
523,6062,19397,0.03582597455
524,6062,19208,0.03655515711
525,6062,7442,0.03887648453
526,6062,8927,0.03998562498
527,6062,8993,0.0402106013
528,6062,21398,0.04054005576
529,6062,21196,0.04174770339
530,6062,11849,0.0426516785
531,6062,15100,0.04333891715
532,6062,7894,0.0436561534
533,6062,20457,0.04457628905
534,6062,20659,0.04462923513
535,6062,8024,0.04573577043
536,6062,23638,0.04710670799
537,6062,16443,0.04768504466
538,6062,14758,0.04798399349
539,6062,11436,0.04808465504
540,6242,15862,0.008966725768
541,6242,19911,0.009030957972
542,6242,6840,0.01391817184
543,6242,22968,0.01656159051
544,6242,16766,0.01948856053
545,6242,17322,0.02490383989
546,6242,16555,0.02539668639
547,6242,8425,0.02544526933
548,6242,7416,0.02588888651
549,6242,22605,0.02677134029
550,6242,17528,0.02685329449
551,6242,10521,0.02878682099
552,6242,11436,0.02893542697
553,6242,8993,0.02960461085
554,6242,21717,0.0305862079
555,6242,11782,0.03066472122
556,6242,16759,0.03066584529
557,6242,16466,0.03226538124
558,6242,17370,0.03299842135
559,6242,12881,0.0330043266
560,6242,20437,0.03319064726
561,6242,5084,0.03420017766
562,6242,19397,0.03518304391
563,6242,11849,0.03542958309
564,6242,10218,0.0354466247
565,6242,11709,0.03562229208
566,6242,11371,0.03570106343
567,6242,8927,0.03596489076
568,6242,7489,0.03603528276
569,6242,6475,0.03651060927
570,6411,22605,0.02872093812
571,6411,17839,0.02975568029
572,6411,20674,0.0298358395
573,6411,12564,0.03153956949
574,6411,8425,0.035000002
575,6411,12881,0.03552176797
576,6411,7433,0.03607180287
577,6411,4258,0.03823390079
578,6411,17099,0.03942038892
579,6411,10521,0.03958729568
580,6411,17110,0.04027381607
581,6411,10586,0.0405051383
582,6411,12633,0.04098880634
583,6411,14272,0.04110883544
584,6411,6770,0.04149567915
585,6411,19362,0.0417407586
586,6411,13078,0.0418793543
587,6411,19194,0.04622569368
588,6411,13479,0.04789045139
589,6411,7489,0.04838215365
590,6411,6840,0.04851186453
591,6411,14163,0.04861875088
592,6411,19572,0.04881227297
593,6411,13149,0.04895522458
594,6411,11436,0.04918384291
595,6411,20457,0.04970540099
596,6411,12810,0.05024286891
597,6411,14193,0.05028704136
598,6411,21717,0.05093868427
599,6411,19011,0.05108989171
600,6475,7781,0.01582819802
601,6475,11849,0.02328559033
602,6475,14998,0.02510134986
603,6475,10218,0.0272677622
604,6475,13348,0.02850848789
605,6475,11305,0.02858576509
606,6475,17886,0.02997153095
607,6475,17322,0.03002330075
608,6475,11782,0.03002869339
609,6475,19208,0.03110035342
610,6475,9215,0.03300097796
611,6475,22968,0.03477971774
612,6475,19911,0.03569113753
613,6475,6242,0.03651060927
614,6475,16555,0.03803083414
615,6475,6809,0.03814399828
616,6475,10020,0.03875732725
617,6475,15363,0.04109449613
618,6475,23097,0.04119192929
619,6475,11436,0.04138398813
620,6475,6840,0.04142945054
621,6475,16759,0.04143169957
622,6475,8024,0.0416399736
623,6475,4892,0.04256297156
624,6475,8993,0.04265604915
625,6475,15862,0.04302598464
626,6475,3442,0.04305935634
627,6475,8927,0.04372886923
628,6475,8425,0.04624461016
629,6475,16766,0.04625503677
630,6740,15808,0.01094746268
631,6740,13618,0.01226414808
632,6740,19011,0.0175037792
633,6740,20437,0.019362812
634,6740,19635,0.02183793492
635,6740,11363,0.02300713771
636,6740,15118,0.02381668522
637,6740,10694,0.02584118867
638,6740,21203,0.02777785431
639,6740,5028,0.02786249055
640,6740,9750,0.02817232633
641,6740,19577,0.02942941507
642,6740,8095,0.02992588873
643,6740,16766,0.02998880832
644,6740,10521,0.03019018265
645,6740,5557,0.03188291785
646,6740,5084,0.03218329246
647,6740,16466,0.03225234117
648,6740,17528,0.03414332439
649,6740,16968,0.03517992079
650,6740,22836,0.03546091224
651,6740,19153,0.03646527736
652,6740,11371,0.03647128576
653,6740,6840,0.03692888644
654,6740,7489,0.03850322566
655,6740,6938,0.03944020582
656,6740,7416,0.03966807257
657,6740,22605,0.04007525581
658,6740,16904,0.04029274486
659,6740,15862,0.04153251316
660,6770,14163,0.01333132595
661,6770,14272,0.01666170754
662,6770,17099,0.01940902018
663,6770,10521,0.01982203373
664,6770,17839,0.02031943486
665,6770,12881,0.02117644451
666,6770,12564,0.02739488379
667,6770,7489,0.02882557048
668,6770,20450,0.02884264311
669,6770,11086,0.02934858118
670,6770,7496,0.02945542428
671,6770,17110,0.02961730117
672,6770,16614,0.02989036557
673,6770,11899,0.03213692699
674,6770,6840,0.0326151738
675,6770,19011,0.03266269992
676,6770,16766,0.03354543507
677,6770,10218,0.03370235146
678,6770,8425,0.03426084637
679,6770,9808,0.03497831509
680,6770,19362,0.03515809447
681,6770,22605,0.03720669028
682,6770,21459,0.03757262271
683,6770,13078,0.03837675426
684,6770,7433,0.03861000959
685,6770,6411,0.04149567915
686,6770,19194,0.04154631231
687,6770,14193,0.04233626089
688,6770,17528,0.04235038286
689,6770,19967,0.04261478286
690,6809,20450,0.01943176345
691,6809,10218,0.02044747287
692,6809,11782,0.02909660506
693,6809,10081,0.03012152217
694,6809,7781,0.0319740237
695,6809,11086,0.03522460453
696,6809,4232,0.03605687126
697,6809,7489,0.03776445433
698,6809,6475,0.03814399828
699,6809,21737,0.0403896249
700,6809,17322,0.04109711097
701,6809,13576,0.04133842142
702,6809,11305,0.04141105959
703,6809,7496,0.04142469196
704,6809,14131,0.04176531357
705,6809,13348,0.04197733029
706,6809,14924,0.04223928314
707,6809,6938,0.04269713927
708,6809,17886,0.04280207415
709,6809,17533,0.04309337331
710,6809,13650,0.04445570936
711,6809,16766,0.04450042879
712,6809,11436,0.04491311429
713,6809,6770,0.04517118017
714,6809,16555,0.04523646761
715,6809,8927,0.04542824011
716,6809,14163,0.04545462944
717,6809,19911,0.04556131668
718,6809,5155,0.04569573628
719,6809,22968,0.04574855543
720,6840,16766,0.01242937091
721,6840,6242,0.01391817184
722,6840,15862,0.01676495376
723,6840,10521,0.01692563535
724,6840,17528,0.0183464221
725,6840,19911,0.02137420019
726,6840,12881,0.02211281809
727,6840,22605,0.02361184362
728,6840,8425,0.02652349337
729,6840,20437,0.02669962617
730,6840,22968,0.02912123514
731,6840,16759,0.03061064121
732,6840,17839,0.03184489523
733,6840,16466,0.03232647396
734,6840,11371,0.03244655947
735,6840,6770,0.0326151738
736,6840,21717,0.03348495036
737,6840,10218,0.03401277936
738,6840,7489,0.03406603028
739,6840,7416,0.03516305196
740,6840,11436,0.03558683268
741,6840,17322,0.03577997598
742,6840,11782,0.03618625046
743,6840,17370,0.03623205496
744,6840,6740,0.03692888644
745,6840,16555,0.03743239889
746,6840,5084,0.03759037413
747,6840,14272,0.03770691555
748,6840,19011,0.03950554518
749,6840,14163,0.0397249007
750,6938,17533,0.01663572521
751,6938,10694,0.01734701403
752,6938,14319,0.01768095745
753,6938,5084,0.01869017794
754,6938,20836,0.02146372424
755,6938,22836,0.02164206385
756,6938,5155,0.02194000123
757,6938,13650,0.02513518647
758,6938,4232,0.02690868896
759,6938,7489,0.02774230395
760,6938,5557,0.02947894683
761,6938,16555,0.02968538252
762,6938,21203,0.0298520218
763,6938,19577,0.03059120556
764,6938,17043,0.03215291479
765,6938,22968,0.03261437064
766,6938,19911,0.03311758217
767,6938,7416,0.03332042272
768,6938,11782,0.03345705652
769,6938,17370,0.03382229614
770,6938,3101,0.03397432363
771,6938,7476,0.03416391973
772,6938,16766,0.03417307451
773,6938,16904,0.03475060161
774,6938,14924,0.0348123714
775,6938,11371,0.03484680173
776,6938,8927,0.03499641991
777,6938,17322,0.03512806619
778,6938,7442,0.03519472334
779,6938,18788,0.0352583997
780,7416,20836,0.01969422946
781,7416,19911,0.02242214932
782,7416,5084,0.02435387493
783,7416,15862,0.02451112856
784,7416,22968,0.02471763894
785,7416,6242,0.02588888651
786,7416,8993,0.02600746314
787,7416,16555,0.02678379075
788,7416,10694,0.02706762546
789,7416,11709,0.02816236994
790,7416,19397,0.02958773737
791,7416,7442,0.03064087006
792,7416,21717,0.03134431045
793,7416,11436,0.03327920761
794,7416,6938,0.03332042272
795,7416,8425,0.03360603539
796,7416,10505,0.03389271436
797,7416,17322,0.03461454269
798,7416,18324,0.0346179457
799,7416,16466,0.03466765817
800,7416,8927,0.03494337927
801,7416,16766,0.03494556479
802,7416,22605,0.0350036995
803,7416,6840,0.03516305196
804,7416,3101,0.0353281522
805,7416,17533,0.03666395966
806,7416,7476,0.0375580085
807,7416,17370,0.03815561484
808,7416,20437,0.03916613378
809,7416,6740,0.03966807257
810,7433,13078,0.006572439214
811,7433,13479,0.01647608943
812,7433,13149,0.01880453796
813,7433,12419,0.02446369301
814,7433,4258,0.02536020222
815,7433,17110,0.02759772676
816,7433,10501,0.02929648062
817,7433,19362,0.02965302244
818,7433,20674,0.02988063675
819,7433,4447,0.03050696268
820,7433,20380,0.03260029857
821,7433,7489,0.03267851618
822,7433,12564,0.03373172244
823,7433,11899,0.03374084936
824,7433,19572,0.03557183687
825,7433,6411,0.03607180287
826,7433,15211,0.03652467443
827,7433,10611,0.03706811117
828,7433,5155,0.03795344648
829,7433,8425,0.03817235039
830,7433,10586,0.03829021628
831,7433,6770,0.03861000959
832,7433,17839,0.03919254333
833,7433,17099,0.04073855825
834,7433,11086,0.04152408679
835,7433,19194,0.04213455087
836,7433,19967,0.04218188669
837,7433,14131,0.04253077998
838,7433,12272,0.04271870966
839,7433,23638,0.04323395286
840,7442,8993,0.01383062324
841,7442,16555,0.01439623153
842,7442,19397,0.01520863623
843,7442,16443,0.01900536077
844,7442,11709,0.01938567733
845,7442,8927,0.02168297935
846,7442,10505,0.02186508993
847,7442,22968,0.02280941495
848,7442,12195,0.02285784459
849,7442,17322,0.02332855326
850,7442,20836,0.02684423673
851,7442,21398,0.02712495695
852,7442,19911,0.02868496632
853,7442,7416,0.03064087006
854,7442,11436,0.03169871832
855,7442,9773,0.03359894997
856,7442,19208,0.03372021133
857,7442,3442,0.03485791201
858,7442,4892,0.03502283741
859,7442,6938,0.03519472334
860,7442,11782,0.03540211284
861,7442,23638,0.03553289183
862,7442,11849,0.03569321633
863,7442,17533,0.03654997171
864,7442,19819,0.03692861031
865,7442,6242,0.03721193416
866,7442,5084,0.03749944135
867,7442,6062,0.03887648453
868,7442,13650,0.039452004
869,7442,22652,0.04007759238
870,7476,3101,0.00616248757
871,7476,18324,0.02166237972
872,7476,20836,0.02424016433
873,7476,16968,0.02487524532
874,7476,5084,0.02654169327
875,7476,16203,0.02731880733
876,7476,14319,0.02846523397
877,7476,22836,0.02862361475
878,7476,10694,0.02876462837
879,7476,19572,0.02887681717
880,7476,14298,0.02952412088
881,7476,17533,0.02968579267
882,7476,5155,0.03195725307
883,7476,6938,0.03416391973
884,7476,19153,0.03445527727
885,7476,5855,0.03492278782
886,7476,7416,0.0375580085
887,7476,21203,0.03817825727
888,7476,19819,0.03918825491
889,7476,21398,0.03986963564
890,7476,5028,0.04079698971
891,7476,13527,0.04086592551
892,7476,12419,0.04094006132
893,7476,18788,0.04096870416
894,7476,16443,0.04134152728
895,7476,10587,0.04175129533
896,7476,16904,0.04183041346
897,7476,13149,0.04212748076
898,7476,8927,0.04363480161
899,7476,13479,0.04439322081
900,7489,5155,0.01761045689
901,7489,17533,0.02023746876
902,7489,14319,0.02138860686
903,7489,5084,0.02221648539
904,7489,4232,0.02431669552
905,7489,8425,0.02442474142
906,7489,13149,0.02495249671
907,7489,11436,0.0271382293
908,7489,6938,0.02774230395
909,7489,10521,0.02862471918
910,7489,11899,0.02867559637
911,7489,6770,0.02882557048
912,7489,13479,0.02886876797
913,7489,20450,0.0291902216
914,7489,10694,0.03000180181
915,7489,23638,0.03032424089
916,7489,4447,0.03078183592
917,7489,19011,0.03078287216
918,7489,13078,0.03084832868
919,7489,16766,0.03116024647
920,7489,10218,0.03222138647
921,7489,13576,0.03232463792
922,7489,7433,0.03267851618
923,7489,19911,0.03340627608
924,7489,8927,0.03392427105
925,7489,6840,0.03406603028
926,7489,10586,0.03484831737
927,7489,19572,0.03503406348
928,7489,17839,0.03516439701
929,7489,11086,0.03593387324
930,7496,6770,0.02945542428
931,7496,20450,0.03056124359
